Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str
Huron Spirit,7,9,Firm,Fishers Company,May,5.44,5.44,2024-05-04 22:18:27.077,2024-05-10 08:45:37.966,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,11300.0,11300.0,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,136684.80000000002,0.0,0.0,136684.80000000002,20240504221827,20240510084537,20240504221827.20240510084537,20240504221827.20240510084537
Huron Spirit,8,10,Firm,Algoma Steel D,May,7.34,7.34,2024-05-10 08:45:37.966,2024-05-17 16:54:06.977,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240510084537,20240517165406,20240510084537.20240517165406,20240510084537.20240517165406
Huron Spirit,9,11,Firm,Southwest M,May,1.87,1.87,2024-05-17 16:54:06.977,2024-05-19 13:40:49.630,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20240517165406,20240519134049,20240517165406.20240519134049,20240517165406.20240519134049
Huron Spirit,10,12,Firm,Algoma Steel D,May,8.33,8.33,2024-05-19 13:40:49.630,2024-05-27 21:30:32.226,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240519134049,20240527213032,20240519134049.20240527213032,20240519134049.20240527213032
Huron Spirit,11,13,Firm,Pollard,Jun,0.57,4.67,2024-05-27 21:30:32.226,2024-06-01 13:39:01.613,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,6000.0,6000.0,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,135180.0,5499.0,0.0,129681.0,20240527213032,20240601133901,20240527213032.20240601133901,20240527213032.20240601133901
Huron Spirit,12,14,Firm,Algoma Steel D,Jun,7.19,7.19,2024-06-01 13:39:01.613,2024-06-08 18:08:41.015,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240601133901,20240608180841,20240601133901.20240608180841,20240601133901.20240608180841
Huron Spirit,13,15,Firm,Southwest M,Jun,1.83,1.83,2024-06-08 18:08:41.015,2024-06-10 13:58:39.275,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20240608180841,20240610135839,20240608180841.20240610135839,20240608180841.20240610135839
Huron Spirit,14,16,Firm,Fishers Company,Jun,5.28,5.28,2024-06-10 13:58:39.275,2024-06-15 20:43:37.101,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,11300.0,11300.0,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,136684.80000000002,0.0,0.0,136684.80000000002,20240610135839,20240615204337,20240610135839.20240615204337,20240610135839.20240615204337
Huron Spirit,15,17,Firm,Algoma Steel D,Jun,7.16,7.16,2024-06-15 20:43:37.101,2024-06-23 00:40:04.050,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240615204337,20240623004004,20240615204337.20240623004004,20240615204337.20240623004004
Huron Spirit,16,18,Firm,Pollard,Jun,4.58,4.58,2024-06-23 00:40:04.050,2024-06-27 14:29:30.594,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,6000.0,6000.0,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,135180.0,5499.0,0.0,129681.0,20240623004004,20240627142930,20240623004004.20240627142930,20240623004004.20240627142930
Huron Spirit,17,19,Firm,Algoma Steel D,Jul,3.77,7.17,2024-06-27 14:29:30.594,2024-07-04 18:32:18.664,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240627142930,20240704183218,20240627142930.20240704183218,20240627142930.20240704183218
Huron Spirit,18,20,Firm,Southwest M,Jul,1.81,1.81,2024-07-04 18:32:18.664,2024-07-06 13:59:35.167,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20240704183218,20240706135935,20240704183218.20240706135935,20240704183218.20240706135935
Huron Spirit,19,21,Firm,Fishers Company,Jul,5.22,5.22,2024-07-06 13:59:35.167,2024-07-11 19:15:39.767,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,11300.0,11300.0,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,136684.80000000002,0.0,0.0,136684.80000000002,20240706135935,20240711191539,20240706135935.20240711191539,20240706135935.20240711191539
Huron Spirit,20,22,Firm,Algoma Steel D,Jul,7.09,7.09,2024-07-11 19:15:39.767,2024-07-18 21:31:17.892,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240711191539,20240718213117,20240711191539.20240718213117,20240711191539.20240718213117
Huron Spirit,21,23,Firm,Pollard,Jul,4.54,4.54,2024-07-18 21:31:17.892,2024-07-23 10:25:07.299,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,6000.0,6000.0,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,135180.0,5499.0,0.0,129681.0,20240718213117,20240723102507,20240718213117.20240723102507,20240718213117.20240723102507
Huron Spirit,22,24,Firm,Algoma Steel D,Jul,7.12,7.12,2024-07-23 10:25:07.299,2024-07-30 13:13:21.650,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240723102507,20240730131321,20240723102507.20240730131321,20240723102507.20240730131321
Huron Spirit,23,25,Firm,Fishers Company,Aug,4.25,5.7,2024-07-30 13:13:21.650,2024-08-05 06:01:02.703,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,11300.0,11300.0,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,136684.80000000002,0.0,0.0,136684.80000000002,20240730131321,20240805060102,20240730131321.20240805060102,20240730131321.20240805060102
Huron Spirit,24,26,Firm,Algoma Steel D,Aug,7.09,7.09,2024-08-05 06:01:02.703,2024-08-12 08:16:40.828,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240805060102,20240812081640,20240805060102.20240812081640,20240805060102.20240812081640
Huron Spirit,25,27,Firm,Pollard,Aug,6.51,6.51,2024-08-12 08:16:40.828,2024-08-18 20:24:24.658,1,1,"Pollard,Calcium T,Courtright,Thunder Bay",Calcium T,6000.0,6000.0,"Huron Spirit,Pollard,Calcium T,Courtright,Thunder Bay",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Thunder Bay,,,,Courtright__-Thunder Bay___,Huron Spirit*Trillium*Calcium*Courtright__-Thunder Bay___,"Huron Spirit,Pollard,Calcium T,Courtright,Thunder Bay",32.58,0,0.9165,0,793.1,0,157.25,33.56,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,48100,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,201360.0,5499.0,0.0,195861.0,20240812081640,20240818202424,20240812081640.20240818202424,20240812081640.20240818202424
Huron Spirit,26,28,Firm,Algoma Steel D,Aug,7.49,7.49,2024-08-18 20:24:24.658,2024-08-26 08:16:36.345,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240818202424,20240826081636,20240818202424.20240826081636,20240818202424.20240826081636
Huron Spirit,27,29,Firm,Southwest M,Aug,1.81,1.81,2024-08-26 08:16:36.345,2024-08-28 03:43:52.848,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20240826081636,20240828034352,20240826081636.20240828034352,20240826081636.20240828034352
Huron Spirit,28,30,Firm,Algoma Steel D,Sep,4.2,8.04,2024-08-28 03:43:52.848,2024-09-05 04:41:05.325,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240828034352,20240905044105,20240828034352.20240905044105,20240828034352.20240905044105
Huron Spirit,29,31,Firm,Fishers Company,Sep,5.77,5.77,2024-09-05 04:41:05.325,2024-09-10 23:10:28.056,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,11300.0,11300.0,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,136684.80000000002,0.0,0.0,136684.80000000002,20240905044105,20240910231028,20240905044105.20240910231028,20240905044105.20240910231028
Huron Spirit,30,32,Firm,Algoma Steel D,Sep,7.16,7.16,2024-09-10 23:10:28.056,2024-09-18 03:06:55.006,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240910231028,20240918030655,20240910231028.20240918030655,20240910231028.20240918030655
Huron Spirit,31,33,Firm,Pollard,Sep,4.58,4.58,2024-09-18 03:06:55.006,2024-09-22 16:56:21.550,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,6000.0,6000.0,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,135180.0,5499.0,0.0,129681.0,20240918030655,20240922165621,20240918030655.20240922165621,20240918030655.20240922165621
Huron Spirit,32,34,Firm,Algoma Steel D,Sep,7.19,7.19,2024-09-22 16:56:21.550,2024-09-29 21:26:00.952,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20240922165621,20240929212600,20240922165621.20240929212600,20240922165621.20240929212600
Huron Spirit,33,35,Firm,Southwest M,Oct,0.72,1.83,2024-09-29 21:26:00.952,2024-10-01 17:15:59.212,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20240929212600,20241001171559,20240929212600.20241001171559,20240929212600.20241001171559
