Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str
Huron Spirit,34,36,Firm,Algoma Steel D,Oct,8.46,8.46,2024-10-01 17:15:59.212,2024-10-10 04:13:59.573,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20241001171559,20241010041359,20241001171559.20241010041359,20241001171559.20241010041359
Huron Spirit,35,37,Firm,Southwest M,Oct,1.89,1.89,2024-10-10 04:13:59.573,2024-10-12 01:34:44.862,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20241010041359,20241012013444,20241010041359.20241012013444,20241010041359.20241012013444
Huron Spirit,36,38,Firm,Algoma Steel D,Oct,8.46,8.46,2024-10-12 01:34:44.862,2024-10-20 12:32:45.223,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20241012013444,20241020123245,20241012013444.20241020123245,20241012013444.20241020123245
Huron Spirit,37,39,Firm,Southwest M,Oct,1.89,1.89,2024-10-20 12:32:45.223,2024-10-22 09:53:30.512,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20241020123245,20241022095330,20241020123245.20241022095330,20241020123245.20241022095330
Huron Spirit,38,40,Firm,Algoma Steel D,Oct,8.46,8.46,2024-10-22 09:53:30.512,2024-10-30 20:51:30.873,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20241022095330,20241030205130,20241022095330.20241030205130,20241022095330.20241030205130
Huron Spirit,39,41,Firm,Southwest M,Nov,0.76,1.89,2024-10-30 20:51:30.873,2024-11-01 18:12:16.161,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20241030205130,20241101181216,20241030205130.20241101181216,20241030205130.20241101181216
Huron Spirit,40,42,Firm,Algoma Steel D,Nov,8.5,8.5,2024-11-01 18:12:16.161,2024-11-10 06:13:02.444,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20241101181216,20241110061302,20241101181216.20241110061302,20241101181216.20241110061302
Huron Spirit,41,43,Firm,Southwest M,Nov,1.9,1.9,2024-11-10 06:13:02.444,2024-11-12 03:45:08.611,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20241110061302,20241112034508,20241110061302.20241112034508,20241110061302.20241112034508
Huron Spirit,42,44,Firm,Algoma Steel D,Nov,8.5,8.5,2024-11-12 03:45:08.611,2024-11-20 15:45:54.894,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20241112034508,20241120154554,20241112034508.20241120154554,20241112034508.20241120154554
Huron Spirit,43,45,Firm,Pollard,Nov,4.75,4.75,2024-11-20 15:45:54.894,2024-11-25 09:45:38.555,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,6000.0,6000.0,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,135180.0,5499.0,0.0,129681.0,20241120154554,20241125094538,20241120154554.20241125094538,20241120154554.20241125094538
Huron Spirit,44,46,Firm,Algoma Steel D,Dec,1.94,7.54,2024-11-25 09:45:38.555,2024-12-02 22:40:12.286,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,181044.00000000003,1406.4079274921526,0.0,179637.5920725079,20241125094538,20241202224012,20241125094538.20241202224012,20241125094538.20241202224012
Huron Spirit,45,47,Firm,Southwest M,Dec,1.94,1.94,2024-12-02 22:40:12.286,2024-12-04 21:20:23.724,1,1,"Southwest M,Stone,Marblehead,Windsor",Stone,11000.0,11000.0,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",Huron Spirit,SWS,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Huron Spirit*SWS*Aggregates*Marblehead__-Windsor___,"Huron Spirit,Southwest M,Stone,Marblehead,Windsor",3.86,0,0,0,655.64,0,2209.41,3.99,0,0,0,677.93,0,,2284.52994,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Average Fuel Price (including FET) incurred by McKeil,,YES,43890.0,0.0,0.0,43890.0,20241202224012,20241204212023,20241202224012.20241204212023,20241202224012.20241204212023
Huron Spirit,46,48,Firm,Algoma Steel D,Dec,8.76,8.76,2024-12-04 21:20:23.724,2024-12-13 15:37:45.538,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,21700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,367164.00000000006,2852.247852951375,0.0,364311.7521470487,20241204212023,20241213153745,20241204212023.20241213153745,20241204212023.20241213153745
Huron Spirit,47,2,Firm,Algoma Steel D,Apr,1.51,8.74,2024-03-24 18:31:57.454,2024-04-02 12:16:49.692,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,21400.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,362088.00000000006,2812.815854984305,0.0,359275.1841450158,20240324183157,20240402121649,20240324183157.20240402121649,20240324183157.20240402121649
Huron Spirit,48,50,Firm,Algoma Steel T,Dec,9.03,9.53,2024-12-22 23:15:35.653,2025-01-01 11:53:25.768,3,1,"Algoma Steel T,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel T,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel TC,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel TC*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel T,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",0,17950.05,0,0,0,0,1030.83,0,18560.35,0,0,0,0,,1065.87822,0,,0,0,,,,YES,0.0,0.0,176880.13549999997,176880.13549999997,20241222231535,20250101115325,20241222231535.20250101115325,20241222231535.20250101115325
Huron Spirit,50,52,Firm,Algoma Steel D,Apr,1.04,6.7,2025-03-26 08:00:00.000,2025-04-02 00:53:35.939,2,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo",Steel,10700.0,10700.0,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,,,Sault Ste. Marie__-Detroit_Toledo__,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo__,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo",14.34,,0.15,5930.4,661.88,-681.07,1000,14.76,0,0.13143999322356567,6102.38,681.07,-681.07,,1000,0.75,Tonnage-based,7.380000000000001,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,157932.0,1406.4079274921526,0.0,156525.59207250786,20250326080000,20250402005335,20250326080000.20250402005335,20250326080000.20250402005335
Niagara Spirit,5,5,Unknown,Unknown,Apr,11.89,11.89,2024-04-13 04:32:54.235,2024-04-25 01:49:34.666,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,249690.0,249690.0,20240413043254,20240425014934,20240413043254.20240425014934,20240413043254.20240425014934
Niagara Spirit,8,8,Unknown,Unknown,May,11.73,11.73,2024-05-02 12:04:07.750,2024-05-14 05:37:54.820,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,246330.0,246330.0,20240502120407,20240514053754,20240502120407.20240514053754,20240502120407.20240514053754
Niagara Spirit,11,11,Unknown,Unknown,May,9.03,15.73,2024-05-22 23:22:06.281,2024-06-07 16:55:53.350,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,330330.0,330330.0,20240522232206,20240607165553,20240522232206.20240607165553,20240522232206.20240607165553
Niagara Spirit,15,15,Unknown,Unknown,Jun,10.43,15.42,2024-06-20 13:33:45.925,2024-07-05 23:41:46.270,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,323820.0,323820.0,20240620133345,20240705234146,20240620133345.20240705234146,20240620133345.20240705234146
Niagara Spirit,18,18,Unknown,Unknown,Jul,11.65,11.65,2024-07-16 01:13:59.745,2024-07-27 16:56:20.133,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,244650.0,244650.0,20240716011359,20240727165620,20240716011359.20240727165620,20240716011359.20240727165620
Niagara Spirit,22,22,Unknown,Unknown,Aug,13.65,13.65,2024-08-13 07:43:09.479,2024-08-26 23:25:29.867,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,286650.0,286650.0,20240813074309,20240826232529,20240813074309.20240826232529,20240813074309.20240826232529
Niagara Spirit,26,26,Unknown,Unknown,Sep,7.81,7.81,2024-09-10 18:19:17.559,2024-09-18 13:44:31.309,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,164010.0,164010.0,20240910181917,20240918134431,20240910181917.20240918134431,20240910181917.20240918134431
Niagara Spirit,29,29,Unknown,Unknown,Sep,3.53,13.81,2024-09-27 11:17:54.608,2024-10-11 06:43:08.358,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,290010.0,290010.0,20240927111754,20241011064308,20240927111754.20241011064308,20240927111754.20241011064308
Niagara Spirit,33,33,Unknown,Unknown,Oct,3.35,7.81,2024-10-28 15:37:08.026,2024-11-05 11:02:21.776,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,164010.0,164010.0,20241028153708,20241105110221,20241028153708.20241105110221,20241028153708.20241105110221
Niagara Spirit,35,35,Unknown,Unknown,Nov,13.89,13.89,2024-11-09 21:05:02.510,2024-11-23 18:21:42.941,1,1,"Unknown,Armour Stone,Belledune,Cap Aux Meules",Armour Stone,7700.0,7700.0,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",Niagara Spirit,Unknown,Armour Stone,Unknown,Belledune,,,Cap Aux Meules,,,,Belledune__-Cap Aux Meules___,Niagara Spirit*Unknown*Armour Stone*Belledune__-Cap Aux Meules___,"Niagara Spirit,Unknown,Armour Stone,Belledune,Cap Aux Meules",,,,,,,3521,0,21000,0,0,0,0,,0,0,Tonnage-based,0,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,0.0,0.0,291690.0,291690.0,20241109210502,20241123182142,20241109210502.20241123182142,20241109210502.20241123182142
Northern Venture,1,1,Unknown,Unknown,Apr,4.5,4.5,2024-04-01 00:01:00.000,2024-04-05 12:01:00.000,1,1,"Unknown,Unknown,Unknown,Unknown",Unknown,13500.0,13500.0,"Northern Venture,Unknown,Unknown,Unknown,Unknown",Northern Venture,Unknown,Unknown,Unknown,Unknown,,,Unknown,,,,Unknown__-Unknown___,Northern Venture*Unknown*Unknown*Unknown__-Unknown___,"Northern Venture,Unknown,Unknown,Unknown,Unknown",,,,,,,0,0,38600,0,0,0,0,,0,0,Tonnage-based,0,0,,,,NO,0.0,0.0,173700.0,173700.0,20240401000100,20240405120100,20240401000100.20240405120100,20240401000100.20240405120100
Northern Venture,2,2,Firm,Mosaic,Apr,6.24,6.24,2024-04-05 12:01:00.000,2024-04-11 17:52:47.019,2,1,"Mosaic,Potash,Thunder Bay,Sarnia,Toledo",Potash,13500.0,13500.0,"Northern Venture,Mosaic,Potash,Thunder Bay,Sarnia,Toledo",Northern Venture,Mosaic,Potash,Spot,Thunder Bay,,,Sarnia,Toledo,,,Thunder Bay__-Sarnia_Toledo__,Northern Venture*Mosaic*Potash*Thunder Bay__-Sarnia_Toledo__,"Northern Venture,Mosaic,Potash,Thunder Bay,Sarnia,Toledo",,,,,,,,26.23,0,0,0,1780,-890,,4426.3125,0,,0,0,,,,NO,354105.0,0.0,0.0,354105.0,20240405120100,20240411175247,20240405120100.20240411175247,20240405120100.20240411175247
Northern Venture,4,4,Firm,Tomlinson,Apr,2.79,2.79,2024-04-13 03:44:13.219,2024-04-15 22:46:00.518,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240413034413,20240415224600,20240413034413.20240415224600,20240413034413.20240415224600
